Output Voltage, Run #16
Time ( s )	Voltage ( V )
7.3000	-2.647
7.3100	-1.242
7.3200	-2.616
7.3300	-2.039
7.3400	3.160
7.3500	2.459
7.3600	2.557
7.3700	2.308
7.3800	2.203
7.3900	-2.903
7.4000	-2.656
7.4100	-1.242
7.4200	-2.628
7.4300	-2.048
7.4400	3.236
7.4500	2.341
7.4600	2.582
7.4700	2.219
7.4800	2.149
7.4900	-2.908
7.5000	-2.650
7.5100	-1.244
7.5200	-2.623
7.5300	-2.047
7.5400	3.209
7.5500	2.427
7.5600	2.551
7.5700	2.289
7.5800	2.103
7.5900	-2.936
7.6000	-2.649
7.6100	-1.240
7.6200	-2.615
7.6300	-2.017
7.6400	3.131
7.6500	2.469
7.6600	2.560
7.6700	2.253
7.6800	2.123
7.6900	-2.883
7.7000	-2.654
7.7100	-1.245
7.7200	-2.617
7.7300	-2.053
7.7400	3.201
7.7500	2.452
7.7600	2.556
7.7700	2.335
7.7800	2.125
7.7900	-2.902
7.8000	-2.659
7.8100	-1.248
7.8200	-2.624
7.8300	-2.037
7.8400	3.184
7.8500	2.417
7.8600	2.560
7.8700	2.286
7.8800	2.175
7.8900	-2.904
7.9000	-2.644
7.9100	-1.232
7.9200	-2.625
7.9300	-2.073
7.9400	3.169
7.9500	2.326
7.9600	2.576
7.9700	2.266
7.9800	2.157
7.9900	-2.916
8.0000	-2.638
8.0100	-1.268
8.0200	-2.594
8.0300	-2.031
8.0400	3.163
8.0500	2.454
8.0600	2.556
8.0700	2.332
8.0800	2.112
8.0900	-2.928
8.1000	-2.651
8.1100	-1.254
8.1200	-2.625
8.1300	-2.028
8.1400	3.164
8.1500	2.410
8.1600	2.563
8.1700	2.229
8.1800	2.177
8.1900	-2.908
8.2000	-2.643
8.2100	-1.245
8.2200	-2.612
8.2300	-2.049
8.2400	3.173
8.2500	2.462
8.2600	2.551
8.2700	2.279
8.2800	2.172
8.2900	-2.902
8.3000	-2.658
8.3100	-1.245
8.3200	-2.623
8.3300	-2.020
8.3400	3.154
8.3500	2.441
8.3600	2.560
8.3700	2.264
8.3800	2.163
8.3900	-2.897
8.4000	-2.648
8.4100	-1.229
8.4200	-2.622
8.4300	-2.047
8.4400	3.129
8.4500	2.255
8.4600	2.555
8.4700	2.275
8.4800	2.198
8.4900	-2.888
